,mae,val_mae
0,0.44026196002960205,0.1309805065393448
1,0.08525464683771133,0.09599276632070541
2,0.06760171800851822,0.09363148361444473
3,0.061132997274398804,0.08252269774675369
4,0.05750778689980507,0.08390204608440399
5,0.05356941744685173,0.07960623502731323
6,0.05098135024309158,0.09564149379730225
7,0.04989827051758766,0.07636526972055435
8,0.049483247101306915,0.0645398497581482
9,0.0488252267241478,0.08054916560649872
10,0.04587628319859505,0.07516899704933167
11,0.04457947611808777,0.08118005841970444
12,0.04523243382573128,0.07255741208791733
13,0.04459976404905319,0.08130018413066864
